f127.0.0.1:1111,127.0.0.1:2222	7354	2	46	0	3
f127.0.0.1:1111,127.0.0.1:2222	7357	1
f127.0.0.1:2222,127.0.0.1:1111	7358	2	0	45	4
f127.0.0.1:1111,127.0.0.1:2222	7362	1
f127.0.0.1:2222,127.0.0.1:1111	7362	0
f127.0.0.1:2222,127.0.0.1:1111	7362	1	0	46	4
f127.0.0.1:1111,127.0.0.1:2222	7363	2	47	0	3
f127.0.0.1:1111,127.0.0.1:2222	7367	1
f127.0.0.1:2222,127.0.0.1:1111	7367	0
f127.0.0.1:2222,127.0.0.1:1111	7367	1	0	47	4
f127.0.0.1:1111,127.0.0.1:2222	7367	2	48	0	3
f127.0.0.1:1111,127.0.0.1:2222	7367	3	49	0	3
f127.0.0.1:1111,127.0.0.1:2222	7367	2
f127.0.0.1:1111,127.0.0.1:2222	7367	-1	49	0
f127.0.0.1:1111,127.0.0.1:2222	7371	1
f127.0.0.1:2222,127.0.0.1:1111	7371	0
f127.0.0.1:2222,127.0.0.1:1111	7371	1	0	48	4
f127.0.0.1:1111,127.0.0.1:2222	7372	2	50	0	3
f127.0.0.1:1111,127.0.0.1:2222	7384	1
f127.0.0.1:2222,127.0.0.1:1111	7384	0
f127.0.0.1:2222,127.0.0.1:1111	7384	1	0	48	4
f127.0.0.1:1111,127.0.0.1:2222	7384	2	51	0	3
f127.0.0.1:1111,127.0.0.1:2222	7389	1
f127.0.0.1:2222,127.0.0.1:1111	7389	0
f127.0.0.1:2222,127.0.0.1:1111	7389	1	0	48	4
f127.0.0.1:2222,127.0.0.1:1111	7393	0
f127.0.0.1:1111,127.0.0.1:2222	8385	1	49	0	3
f127.0.0.1:1111,127.0.0.1:2222	8389	0
f127.0.0.1:2222,127.0.0.1:1111	8389	1	0	49	4
f127.0.0.1:2222,127.0.0.1:1111	8393	0
f127.0.0.1:1111,127.0.0.1:2222	8393	1	50	0	3
f127.0.0.1:1111,127.0.0.1:2222	8393	2	51	0	3
f127.0.0.1:1111,127.0.0.1:2222	8397	1
f127.0.0.1:2222,127.0.0.1:1111	8398	2	0	50	4
f127.0.0.1:1111,127.0.0.1:2222	8401	1
f127.0.0.1:2222,127.0.0.1:1111	8402	2	0	51	4
f127.0.0.1:2222,127.0.0.1:1111	8402	1
f127.0.0.1:1111,127.0.0.1:2222	8402	2	52	0	3
f127.0.0.1:1111,127.0.0.1:2222	8402	1
f127.0.0.1:1111,127.0.0.1:2222	8402	-1	52	0
f127.0.0.1:2222,127.0.0.1:1111	8410	0
f127.0.0.1:1111,127.0.0.1:2222	8410	1	53	0	3
f127.0.0.1:1111,127.0.0.1:2222	8410	2	54	0	3
f127.0.0.1:1111,127.0.0.1:2222	8414	1
f127.0.0.1:2222,127.0.0.1:1111	8414	2	0	51	4
f127.0.0.1:1111,127.0.0.1:2222	8422	1
f127.0.0.1:2222,127.0.0.1:1111	8422	0
f127.0.0.1:2222,127.0.0.1:1111	8422	1	0	51	4
f127.0.0.1:2222,127.0.0.1:1111	8428	0
f127.0.0.1:1111,127.0.0.1:2222	9412	1	52	0	3
f127.0.0.1:1111,127.0.0.1:2222	9417	0
f127.0.0.1:2222,127.0.0.1:1111	9418	1	0	52	4
f127.0.0.1:2222,127.0.0.1:1111	9422	0
f127.0.0.1:1111,127.0.0.1:2222	9422	1	53	0	3
f127.0.0.1:1111,127.0.0.1:2222	9422	2	54	0	3
f127.0.0.1:1111,127.0.0.1:2222	9426	1
f127.0.0.1:2222,127.0.0.1:1111	9426	2	0	53	4
f127.0.0.1:1111,127.0.0.1:2222	9432	1
f127.0.0.1:2222,127.0.0.1:1111	9432	0
f127.0.0.1:2222,127.0.0.1:1111	9433	1	0	54	4
f127.0.0.1:1111,127.0.0.1:2222	9433	2	55	0	3
f127.0.0.1:1111,127.0.0.1:2222	9438	1
f127.0.0.1:2222,127.0.0.1:1111	9438	0
f127.0.0.1:2222,127.0.0.1:1111	9438	1	0	55	4
f127.0.0.1:1111,127.0.0.1:2222	9438	2	56	0	3
f127.0.0.1:1111,127.0.0.1:2222	9438	3	57	0	3
f127.0.0.1:1111,127.0.0.1:2222	9442	2
f127.0.0.1:2222,127.0.0.1:1111	9442	1
f127.0.0.1:2222,127.0.0.1:1111	9442	2	0	56	4
f127.0.0.1:1111,127.0.0.1:2222	9442	3	58	0	3
f127.0.0.1:1111,127.0.0.1:2222	9450	2
f127.0.0.1:1111,127.0.0.1:2222	9451	1
f127.0.0.1:2222,127.0.0.1:1111	9451	0
f127.0.0.1:2222,127.0.0.1:1111	9451	1	0	57	4
f127.0.0.1:2222,127.0.0.1:1111	9451	2	0	58	4
f127.0.0.1:1111,127.0.0.1:2222	9451	3	59	0	3
f127.0.0.1:1111,127.0.0.1:2222	9455	2
f127.0.0.1:2222,127.0.0.1:1111	9456	1
f127.0.0.1:2222,127.0.0.1:1111	9456	2	0	59	4
f127.0.0.1:1111,127.0.0.1:2222	9456	3	60	0	3
f127.0.0.1:1111,127.0.0.1:2222	9456	4	61	0	3
f127.0.0.1:1111,127.0.0.1:2222	9456	3
f127.0.0.1:1111,127.0.0.1:2222	9456	-1	61	0
f127.0.0.1:2222,127.0.0.1:1111	9460	2
f127.0.0.1:1111,127.0.0.1:2222	9460	3	62	0	3
f127.0.0.1:1111,127.0.0.1:2222	9460	2
f127.0.0.1:1111,127.0.0.1:2222	9460	-1	62	0
f127.0.0.1:1111,127.0.0.1:2222	9460	1
f127.0.0.1:2222,127.0.0.1:1111	9460	2	0	60	4
f127.0.0.1:2222,127.0.0.1:1111	9464	1
f127.0.0.1:1111,127.0.0.1:2222	9464	2	63	0	3
f127.0.0.1:1111,127.0.0.1:2222	9464	1
f127.0.0.1:1111,127.0.0.1:2222	9464	-1	63	0
f127.0.0.1:2222,127.0.0.1:1111	9469	0
f127.0.0.1:1111,127.0.0.1:2222	9469	1	64	0	3
f127.0.0.1:1111,127.0.0.1:2222	9473	0
f127.0.0.1:2222,127.0.0.1:1111	9473	1	0	60	4
f127.0.0.1:2222,127.0.0.1:1111	9478	0
f127.0.0.1:1111,127.0.0.1:2222	10469	1	61	0	3
f127.0.0.1:1111,127.0.0.1:2222	10473	0
f127.0.0.1:2222,127.0.0.1:1111	10474	1	0	61	4
f127.0.0.1:2222,127.0.0.1:1111	10478	0
f127.0.0.1:1111,127.0.0.1:2222	10478	1	62	0	3
f127.0.0.1:1111,127.0.0.1:2222	10478	2	63	0	3
f127.0.0.1:1111,127.0.0.1:2222	10482	1
f127.0.0.1:2222,127.0.0.1:1111	10482	2	0	62	4
f127.0.0.1:2222,127.0.0.1:1111	10482	1
f127.0.0.1:2222,127.0.0.1:1111	10482	-1	0	62
f127.0.0.1:1111,127.0.0.1:2222	10487	0
f127.0.0.1:2222,127.0.0.1:1111	10487	1	0	63	4
f127.0.0.1:2222,127.0.0.1:1111	10491	0
f127.0.0.1:1111,127.0.0.1:2222	10491	1	64	0	3
f127.0.0.1:1111,127.0.0.1:2222	10492	2	65	0	3
f127.0.0.1:1111,127.0.0.1:2222	10492	3	66	0	3
f127.0.0.1:1111,127.0.0.1:2222	10496	2
f127.0.0.1:2222,127.0.0.1:1111	10496	3	0	64	4
f127.0.0.1:1111,127.0.0.1:2222	10499	2
f127.0.0.1:2222,127.0.0.1:1111	10507	3	0	65	4
f127.0.0.1:2222,127.0.0.1:1111	10507	2
f127.0.0.1:2222,127.0.0.1:1111	10507	-1	0	65
f127.0.0.1:1111,127.0.0.1:2222	10508	1
f127.0.0.1:2222,127.0.0.1:1111	10508	0
f127.0.0.1:2222,127.0.0.1:1111	10508	1	0	66	4
f127.0.0.1:1111,127.0.0.1:2222	10509	2	67	0	3
f127.0.0.1:1111,127.0.0.1:2222	10513	1
f127.0.0.1:2222,127.0.0.1:1111	10513	0
f127.0.0.1:2222,127.0.0.1:1111	10514	1	0	67	4
f127.0.0.1:1111,127.0.0.1:2222	10514	2	68	0	3
f127.0.0.1:1111,127.0.0.1:2222	10515	3	69	0	3
f127.0.0.1:1111,127.0.0.1:2222	10515	4	70	0	3
f127.0.0.1:1111,127.0.0.1:2222	10515	3
f127.0.0.1:1111,127.0.0.1:2222	10515	-1	70	0
f127.0.0.1:1111,127.0.0.1:2222	10519	2
f127.0.0.1:2222,127.0.0.1:1111	10520	1
f127.0.0.1:2222,127.0.0.1:1111	10520	2	0	68	4
f127.0.0.1:1111,127.0.0.1:2222	10520	3	71	0	3
f127.0.0.1:1111,127.0.0.1:2222	10523	2
f127.0.0.1:2222,127.0.0.1:1111	10523	3	0	69	4
f127.0.0.1:2222,127.0.0.1:1111	10523	2
f127.0.0.1:2222,127.0.0.1:1111	10523	-1	0	69
f127.0.0.1:2222,127.0.0.1:1111	10525	1
f127.0.0.1:1111,127.0.0.1:2222	10525	2	72	0	3
f127.0.0.1:1111,127.0.0.1:2222	10528	1
f127.0.0.1:2222,127.0.0.1:1111	10528	2	0	69	4
f127.0.0.1:1111,127.0.0.1:2222	10533	1
f127.0.0.1:2222,127.0.0.1:1111	10533	0
f127.0.0.1:2222,127.0.0.1:1111	10533	1	0	69	4
f127.0.0.1:1111,127.0.0.1:2222	10533	2	73	0	3
f127.0.0.1:1111,127.0.0.1:2222	10543	1
f127.0.0.1:2222,127.0.0.1:1111	10543	0
f127.0.0.1:2222,127.0.0.1:1111	10543	1	0	69	4
f127.0.0.1:2222,127.0.0.1:1111	10543	0
f127.0.0.1:2222,127.0.0.1:1111	10543	-1	0	69
f127.0.0.1:1111,127.0.0.1:2222	11533	1	70	0	3
f127.0.0.1:1111,127.0.0.1:2222	11537	0
f127.0.0.1:2222,127.0.0.1:1111	11538	1	0	70	4
f127.0.0.1:2222,127.0.0.1:1111	11538	0
f127.0.0.1:2222,127.0.0.1:1111	11538	-1	0	70
f127.0.0.1:1111,127.0.0.1:2222	12533	1	70	0	3
f127.0.0.1:1111,127.0.0.1:2222	12538	0
f127.0.0.1:2222,127.0.0.1:1111	12538	1	0	70	4
f127.0.0.1:2222,127.0.0.1:1111	12542	0
f127.0.0.1:1111,127.0.0.1:2222	12542	1	71	0	3
f127.0.0.1:1111,127.0.0.1:2222	12542	0
f127.0.0.1:1111,127.0.0.1:2222	12542	-1	71	0
f127.0.0.1:1111,127.0.0.1:2222	12542	1	72	0	3
f127.0.0.1:1111,127.0.0.1:2222	12546	0
f127.0.0.1:2222,127.0.0.1:1111	12546	1	0	70	4
f127.0.0.1:2222,127.0.0.1:1111	12551	0
f127.0.0.1:1111,127.0.0.1:2222	13542	1	71	0	3
f127.0.0.1:1111,127.0.0.1:2222	13547	0
